Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /terms/?skip=40&limit=100,1,0,10.856792000000226,10.856792000000226,10.856792000000226,10.856792000000226,17815.0,0.03458972573556104,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,GET /terms/?skip=40&limit=20,2,0,9,9.27827099999945,8.660625000000977,9.895916999997922,3594.0,0.06917945147112207,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,GET /terms/?skip=40&limit=5,2,0,7.391916999999637,13.746437999999806,7.391916999999637,20.100958999999975,891.0,0.06917945147112207,0.0,20,20,20,20,20,20,20,20,20,20,20
GET,GET /terms/?skip=40&limit=50,2,0,11.702749999999984,11.63316649999957,11.563582999999156,11.702749999999984,8920.0,0.06917945147112207,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,GET /terms/?skip=50&limit=10,4,0,7,8.039500000000865,6.531583000001007,9.961500000002843,1797.0,0.13835890294224415,0.0,9,9,10,10,10,10,10,10,10,10,10
GET,GET /terms/?skip=50&limit=100,3,0,10,11.127124666666433,8.76441700000008,14.38604099999985,17796.0,0.1037691772066831,0.0,10,10,14,14,14,14,14,14,14,14,14
GET,GET /terms/?skip=50&limit=20,4,0,9,9.492447750000688,8.342875000000305,11.162250000001706,3577.0,0.13835890294224415,0.0,10,10,11,11,11,11,11,11,11,11,11
GET,GET /terms/?skip=50&limit=5,2,0,8,9.77766650000067,7.703624999999548,11.851708000001793,880.0,0.06917945147112207,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,GET /terms/?skip=50&limit=50,3,0,9,9.53616666666631,7.3874160000002576,11.782708999998448,8902.0,0.1037691772066831,0.0,9,9,12,12,12,12,12,12,12,12,12
GET,GET /terms/[key],52,52,8,8.037580942307724,3.8495830000009335,10.71358299999936,27.0,1.798665738249174,1.798665738249174,8,9,9,9,10,10,10,11,11,11,11
POST,POST /terms/,42,33,9,10.103032738095298,5.557041999999512,15.661333000000166,63.07142857142857,1.4527684808935635,1.1414609492735142,9,11,12,13,15,15,16,16,16,16,16
PUT,PUT /terms/[key],15,15,8,8.206208333333883,6.287000000000376,9.956374999999795,27.0,0.5188458860334155,0.5188458860334155,8,9,9,9,9,10,10,10,10,10,10
,Aggregated,242,100,8,8.66581490495871,2.802832999999616,49.96583299999813,2510.190082644628,8.37071362800577,3.4589725735561037,8,9,10,10,11,14,15,20,50,50,50
