Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /,20,0,6,5.761672999999956,3.5442080000009923,11.62112500000001,97.0,0.7004266255881919,0.0,6,6,6,7,8,12,12,12,12,12,12
GET,GET /terms/?skip=0&limit=20,2,0,7.307916999998554,8.175145999999245,7.307916999998554,9.042374999999936,3323.0,0.07004266255881919,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,GET /terms/?skip=0&limit=5,1,0,6.6248749999999745,6.6248749999999745,6.6248749999999745,6.6248749999999745,795.0,0.035021331279409595,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,GET /terms/?skip=10&limit=10,1,0,9.43379100000108,9.43379100000108,9.43379100000108,9.43379100000108,1729.0,0.035021331279409595,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,GET /terms/?skip=10&limit=100,1,0,11.707666999999589,11.707666999999589,11.707666999999589,11.707666999999589,17600.0,0.035021331279409595,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,GET /terms/?skip=10&limit=50,1,0,8.705750000000734,8.705750000000734,8.705750000000734,8.705750000000734,8717.0,0.035021331279409595,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,GET /terms/?skip=20&limit=20,1,0,6.847374999999545,6.847374999999545,6.847374999999545,6.847374999999545,3396.0,0.035021331279409595,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,GET /terms/?skip=20&limit=5,3,0,10,9.862388999999657,7.770125000000405,11.692000000000036,760.0,0.10506399383822879,0.0,10,10,12,12,12,12,12,12,12,12,12
GET,GET /terms/?skip=20&limit=50,1,0,10.552124999996693,10.552124999996693,10.552124999996693,10.552124999996693,8769.0,0.035021331279409595,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,GET /terms/?skip=30&limit=5,1,0,9.806041999999238,9.806041999999238,9.806041999999238,9.806041999999238,819.0,0.035021331279409595,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,GET /terms/?skip=40&limit=10,1,0,11.156875000001065,11.156875000001065,11.156875000001065,11.156875000001065,1798.0,0.035021331279409595,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,GET /terms/?skip=40&limit=5,2,0,7.248208000000034,8.261041499999955,7.248208000000034,9.273874999999876,891.0,0.07004266255881919,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,GET /terms/?skip=50&limit=10,2,0,9.19416700000042,9.753937999999351,9.19416700000042,10.313708999998283,1797.0,0.07004266255881919,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,GET /terms/?skip=50&limit=100,2,0,11.224042000000267,12.219666999999212,11.224042000000267,13.215291999998158,17796.0,0.07004266255881919,0.0,13,13,13,13,13,13,13,13,13,13,13
GET,GET /terms/?skip=50&limit=5,1,0,9.59154199999901,9.59154199999901,9.59154199999901,9.59154199999901,880.0,0.035021331279409595,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,GET /terms/[key],19,19,9,9.351138105263487,6.958709000000951,13.655083999999817,27.0,0.6654052943087824,0.6654052943087824,9,10,11,11,12,14,14,14,14,14,14
POST,POST /terms/,14,7,12,11.496624999999863,6.793584000000408,15.613791999999904,104.42857142857143,0.49029863791173434,0.24514931895586717,12,13,14,15,15,16,16,16,16,16,16
PUT,PUT /terms/[key],6,6,9,10.22563883333331,8.606582999998835,12.655999999999779,27.0,0.21012798767645757,0.21012798767645757,10,10,12,12,13,13,13,13,13,13,13
,Aggregated,79,32,9,8.937271658227779,3.5442080000009923,15.613791999999904,1246.506329113924,2.766685171073358,1.120682600941107,9,10,11,12,13,14,15,16,16,16,16
